full_name, description, language, topics, license_name, stargazers_count, forks_count, homepage, html_url, open_issues_count, name, owner_name, owner_avatar_url, created_at, starred_at, updated_at, pushed_at, fork, archived
"lawiet47/STFUEDR","Silence EDRs by removing kernel callbacks","C++","",,194,38,,"https://github.com/lawiet47/STFUEDR",1,"STFUEDR","lawiet47","https://avatars.githubusercontent.com/u/27059441?v=4","2020-10-14T15:21:47Z","2021-04-27T07:26:13Z","2023-08-03T00:04:31Z","2020-12-07T06:33:36Z",false,false
"qmlweb/qmlweb","A QML engine in a web browser. Current state: fixing things…","JavaScript","declarative, declarative-ui, html, html5, javascript, qml, qmlweb","Other",753,99,"https://qmlweb.github.io/","https://github.com/qmlweb/qmlweb",79,"qmlweb","qmlweb","https://avatars.githubusercontent.com/u/17229645?v=4","2016-02-14T06:06:03Z","2021-04-27T07:16:45Z","2023-07-29T07:31:22Z","2022-04-11T15:07:47Z",false,false
"sf197/GetPwd","用CSharp写的一款信息搜集工具，目前支持Navicat、TeamView、Xshell、SecureCRT产品的密码解密","C#","","Apache License 2.0",241,33,,"https://github.com/sf197/GetPwd",2,"GetPwd","sf197","https://avatars.githubusercontent.com/u/23269932?v=4","2020-08-26T07:11:53Z","2021-04-27T03:57:26Z","2023-07-31T04:53:48Z","2020-08-26T07:30:42Z",false,false
"0xdea/frida-scripts","A collection of my Frida.re instrumentation scripts to facilitate reverse engineering of mobile apps.","JavaScript","android, frida, ios, mobile, reverse-engineering","MIT License",1068,215,"https://www.frida.re","https://github.com/0xdea/frida-scripts",3,"frida-scripts","0xdea","https://avatars.githubusercontent.com/u/30093440?v=4","2017-08-30T17:52:36Z","2021-04-27T03:47:29Z","2023-08-03T10:58:37Z","2023-01-27T15:27:32Z",false,false
"veracode-research/actuator-testbed","A vulnerable application exposing Spring Boot Actuators","Java","",,122,29,,"https://github.com/veracode-research/actuator-testbed",1,"actuator-testbed","veracode-research","https://avatars.githubusercontent.com/u/50677717?v=4","2019-02-22T15:59:46Z","2021-04-27T01:21:49Z","2023-07-27T03:40:51Z","2019-02-25T22:01:14Z",false,false
"dirkjanm/ROADtools","A collection of Azure AD tools for offensive and defensive security purposes","Python","azure-active-directory, azuread, microsoft-graph, python","MIT License",1297,199,"","https://github.com/dirkjanm/ROADtools",8,"ROADtools","dirkjanm","https://avatars.githubusercontent.com/u/1773762?v=4","2020-03-28T09:56:08Z","2021-04-27T01:21:42Z","2023-08-11T10:45:17Z","2023-08-07T18:55:47Z",false,false
"RedSiege/EDD","Enumerate Domain Data","C#","",,278,55,,"https://github.com/RedSiege/EDD",1,"EDD","RedSiege","https://avatars.githubusercontent.com/u/34514810?v=4","2021-03-10T22:55:21Z","2021-04-27T01:21:40Z","2023-08-07T17:19:31Z","2023-06-20T13:28:02Z",false,false
"nopernik/SSHPry2.0","SSHPry v2 - Spy & Control os SSH Connected client's TTY","Python","","Other",383,80,"","https://github.com/nopernik/SSHPry2.0",2,"SSHPry2.0","nopernik","https://avatars.githubusercontent.com/u/11662758?v=4","2017-09-24T00:32:17Z","2021-04-27T01:21:36Z","2023-08-04T11:22:48Z","2017-10-12T04:24:08Z",false,false
"SuprHackerSteve/Crescendo","Crescendo is a swift based, real time event viewer for macOS. It utilizes Apple's Endpoint Security Framework.","Swift","endpointsecurity, macos, swift","Other",940,62,"","https://github.com/SuprHackerSteve/Crescendo",1,"Crescendo","SuprHackerSteve","https://avatars.githubusercontent.com/u/8420275?v=4","2020-03-05T21:57:03Z","2021-04-27T01:21:30Z","2023-08-10T04:52:53Z","2021-07-22T02:07:59Z",false,false
"wolfpld/tracy","Frame profiler","C++","gamedev, gamedev-library, gamedevelopment, library, performance, performance-analysis, profiler, profiling, profiling-library","Other",6115,442,"","https://github.com/wolfpld/tracy",73,"tracy","wolfpld","https://avatars.githubusercontent.com/u/600573?v=4","2020-03-17T19:43:04Z","2021-04-27T01:21:14Z","2023-08-11T18:19:00Z","2023-08-05T10:35:10Z",false,false
"vitessio/vitess","Vitess is a database clustering system for horizontal scaling of MySQL.","Go","cncf, database-cluster, kubernetes, mysql, shard, vitess","Apache License 2.0",16618,1964,"http://vitess.io","https://github.com/vitessio/vitess",850,"vitess","vitessio","https://avatars.githubusercontent.com/u/33043890?v=4","2013-06-27T21:20:28Z","2021-04-26T17:07:42Z","2023-08-12T00:16:48Z","2023-08-12T03:44:42Z",false,false
"evi1ox/WinRMShell",,"Go","",,24,5,,"https://github.com/evi1ox/WinRMShell",0,"WinRMShell","evi1ox","https://avatars.githubusercontent.com/u/24634543?v=4","2020-07-27T02:49:13Z","2021-04-26T17:02:41Z","2023-05-01T03:18:51Z","2021-04-30T02:40:32Z",false,false
"r0ysue/AndroidFridaBeginnersBook","《安卓Frida逆向与抓包实战》随书附件","C","",,373,106,,"https://github.com/r0ysue/AndroidFridaBeginnersBook",9,"AndroidFridaBeginnersBook","r0ysue","https://avatars.githubusercontent.com/u/23090578?v=4","2021-04-26T13:56:29Z","2021-04-26T17:02:20Z","2023-08-09T01:09:18Z","2022-08-06T07:32:37Z",false,false
"android-ide/aide_ndk",,"Shell","",,173,84,,"https://github.com/android-ide/aide_ndk",1,"aide_ndk","android-ide","https://avatars.githubusercontent.com/u/4224320?v=4","2013-04-22T12:21:48Z","2021-04-26T17:02:04Z","2023-08-08T23:37:28Z","2022-08-07T21:13:54Z",false,false
"rmb122/rogue_mysql_server","A rouge mysql server supports reading files from most mysql libraries of multiple programming languages.  ","Go","expliot, mysql, vulnerability","MIT License",555,66,"","https://github.com/rmb122/rogue_mysql_server",0,"rogue_mysql_server","rmb122","https://avatars.githubusercontent.com/u/33388702?v=4","2020-06-25T08:22:17Z","2021-04-26T17:01:42Z","2023-08-04T05:21:19Z","2022-12-02T06:32:26Z",false,false
"antonioCoco/RemotePotato0","Windows Privilege Escalation from User to Domain Admin.","C","","MIT License",1176,201,"","https://github.com/antonioCoco/RemotePotato0",2,"RemotePotato0","antonioCoco","https://avatars.githubusercontent.com/u/19797064?v=4","2021-02-08T22:02:19Z","2021-04-26T17:01:26Z","2023-08-09T06:53:48Z","2022-12-18T01:52:53Z",false,false
"SagerNet/SagerNet","The universal proxy toolchain for Android","Kotlin","android, anti-censorship","Other",5252,852,"https://sagernet.org","https://github.com/SagerNet/SagerNet",103,"SagerNet","SagerNet","https://avatars.githubusercontent.com/u/83217677?v=4","2021-04-19T10:57:51Z","2021-04-26T17:01:23Z","2023-08-12T03:49:33Z","2023-08-05T23:48:04Z",false,false
"juliourena/SharpNoPSExec","Get file less command execution for lateral movement.","C#","","GNU General Public License v3.0",560,85,,"https://github.com/juliourena/SharpNoPSExec",1,"SharpNoPSExec","juliourena","https://avatars.githubusercontent.com/u/29603107?v=4","2021-04-24T22:02:38Z","2021-04-26T16:57:02Z","2023-08-10T05:31:17Z","2022-06-03T10:32:55Z",false,false
"joebeachjoebeach/json-path-finder","Web app to find the path of an item in a JSON object","JavaScript","","MIT License",146,40,,"https://github.com/joebeachjoebeach/json-path-finder",4,"json-path-finder","joebeachjoebeach","https://avatars.githubusercontent.com/u/22307063?v=4","2017-06-21T21:03:49Z","2021-04-26T15:40:00Z","2023-08-07T12:01:34Z","2023-02-27T21:27:55Z",false,false
"visibou/lunarengine","Lunar Engine is an undetected version of Cheat Engine.",,"",,16,2,,"https://github.com/visibou/lunarengine",2,"lunarengine","visibou","https://avatars.githubusercontent.com/u/73065516?v=4","2020-11-29T19:21:24Z","2021-04-26T15:06:14Z","2023-05-05T06:59:57Z","2021-07-10T23:13:35Z",false,false
"Squalr/Squalr","Squalr Memory Editor - Game Hacking Tool Written in C#","C#","cheat-engine, csharp, game-hacking, memory-editor, memory-hacking, windows, x86, x86-64",,1280,155,"https://www.squalr.com/","https://github.com/Squalr/Squalr",10,"Squalr","Squalr","https://avatars.githubusercontent.com/u/24642372?v=4","2015-07-03T23:55:53Z","2021-04-26T14:56:54Z","2023-08-10T02:53:51Z","2022-12-16T18:34:09Z",false,false
"JesseEmond/cheat-and-gin","C++ cheat engine (memory scanner)","C++","c-plus-plus, cheat-engine, linux, windows",,103,22,,"https://github.com/JesseEmond/cheat-and-gin",4,"cheat-and-gin","JesseEmond","https://avatars.githubusercontent.com/u/1843555?v=4","2014-07-22T03:21:29Z","2021-04-26T14:56:32Z","2023-05-09T02:06:07Z","2019-07-09T05:50:49Z",false,false
"T-vK/Memory-Hacking-Class","Easy-to-use class to read and modify other processes memory.","C++","c-plus-plus, cheat-engine, cheating, class, cpp, hacking, library, memory, memory-hacking, modify, multi-level-pointers, pointers, ram, read",,183,36,"","https://github.com/T-vK/Memory-Hacking-Class",5,"Memory-Hacking-Class","T-vK","https://avatars.githubusercontent.com/u/11368523?v=4","2016-04-20T08:53:47Z","2021-04-26T14:56:28Z","2023-08-11T03:07:06Z","2018-04-01T01:17:53Z",false,false
"korcankaraokcu/PINCE","Reverse engineering tool for linux games","Python","assembler, cheat-engine, debugging-tool, disassembler, dissect-code, game-hacking, gdb, gdb-python-scripts, hex-editor, injection, memory-hacking, opcode-searcher, patcher, python3, reverse-engineering, tracer","Other",1717,153,"","https://github.com/korcankaraokcu/PINCE",23,"PINCE","korcankaraokcu","https://avatars.githubusercontent.com/u/5638719?v=4","2016-02-19T19:33:33Z","2021-04-26T14:56:13Z","2023-08-12T01:53:51Z","2023-08-10T19:01:47Z",false,false
"dsasmblr/game-hacking","Tutorials, tools, and more as related to reverse engineering video games.",,"cheat-engine, game-hacking, reverse-engineering","The Unlicense",3887,559,"https://guidedhacking.com/?utm_source=dsasmblr","https://github.com/dsasmblr/game-hacking",3,"game-hacking","dsasmblr","https://avatars.githubusercontent.com/u/22781064?v=4","2017-12-10T16:54:46Z","2021-04-26T14:55:59Z","2023-08-12T02:48:02Z","2023-02-12T22:11:39Z",false,false
"caspartse/wechat-toolbox","WeChat toolbox（微信工具箱）","Python","python, wechat, weixin","MIT License",117,52,"","https://github.com/caspartse/wechat-toolbox",0,"wechat-toolbox","caspartse","https://avatars.githubusercontent.com/u/2293538?v=4","2016-11-26T14:08:15Z","2021-04-25T08:04:37Z","2023-08-07T02:33:48Z","2017-07-18T22:48:26Z",false,true
"ventoy/Ventoy","A new bootable USB solution.","C","auto-install, bootable-usb, bsd, chromeos, iso-files, legacy, linux, multiboot, persistence, secure-boot, uefi, unattended, unix, usb, windows","GNU General Public License v3.0",51925,3683,"https://www.ventoy.net","https://github.com/ventoy/Ventoy",544,"Ventoy","ventoy","https://avatars.githubusercontent.com/u/59477474?v=4","2020-03-10T15:19:19Z","2021-04-25T07:29:55Z","2023-08-12T05:01:06Z","2023-08-10T01:39:48Z",false,false
"yzddmr6/As-Exploits","中国蚁剑后渗透框架","JavaScript","",,725,143,,"https://github.com/yzddmr6/As-Exploits",2,"As-Exploits","yzddmr6","https://avatars.githubusercontent.com/u/46088090?v=4","2020-11-12T01:28:37Z","2021-04-25T07:29:36Z","2023-08-10T07:31:31Z","2023-07-08T04:04:19Z",false,false
"SocialSisterYi/bilibili-API-collect","哔哩哔哩-API收集整理【不断更新中....】","JavaScript","api, bilibili, bilibili-api, bilibili-comment, bilibili-danmaku, bilibili-download, bilibili-live, bilibili-login, grpc, json","Other",10343,1329,"https://socialsisteryi.github.io/bilibili-API-collect/","https://github.com/SocialSisterYi/bilibili-API-collect",148,"bilibili-API-collect","SocialSisterYi","https://avatars.githubusercontent.com/u/45892418?v=4","2020-03-04T01:23:15Z","2021-04-25T07:29:32Z","2023-08-12T03:47:23Z","2023-08-11T02:09:15Z",false,false
"wireghoul/dotdotpwn","DotDotPwn - The Directory Traversal Fuzzer","Perl","fuzzer, penetration-testing, perl, security, traversal","GNU General Public License v3.0",869,176,"http://dotdotpwn.blogspot.com/","https://github.com/wireghoul/dotdotpwn",2,"dotdotpwn","wireghoul","https://avatars.githubusercontent.com/u/92534?v=4","2012-02-10T01:28:05Z","2021-04-25T07:29:19Z","2023-08-09T14:17:09Z","2022-09-28T02:51:18Z",false,false
"fransr/bountyplz","Automated security reporting from markdown templates (HackerOne and Bugcrowd are currently the platforms supported)","Shell","","MIT License",414,63,"","https://github.com/fransr/bountyplz",4,"bountyplz","fransr","https://avatars.githubusercontent.com/u/402210?v=4","2018-04-18T13:11:54Z","2021-04-25T07:29:09Z","2023-08-12T02:19:52Z","2019-05-10T07:28:08Z",false,false
"anyaschukin/OverRide","Binary Exploitation and Reverse-Engineering (from assembly into C)","C","assembly, c, exploitation, gdb, hacking, reverse-engineering",,71,15,"","https://github.com/anyaschukin/OverRide",0,"OverRide","anyaschukin","https://avatars.githubusercontent.com/u/33667370?v=4","2021-01-29T14:03:20Z","2021-04-25T07:28:54Z","2023-08-05T17:48:45Z","2021-05-27T01:48:33Z",false,false
"nexB/vulnerablecode","A free and open vulnerabilities database and the packages they impact. And the tools to aggregate and correlate these vulnerabilities. Sponsored by NLnet https://nlnet.nl/project/vulnerabilitydatabase/ for https://www.aboutcode.org/ Chat at https://gitter.im/aboutcode-org/vulnerablecode  Docs at https://vulnerablecode.readthedocs.org/","Python","cpe, cve, cvss, nvd, ossindex, osv, package-url, purl, security, security-tools, snyk, vulndb, vulnerability, vulnerability-database, vulnerability-databases, vulnerability-detection, vulnerability-identification, vulnerability-scanners","Apache License 2.0",355,146,"https://public.vulnerablecode.io","https://github.com/nexB/vulnerablecode",482,"vulnerablecode","nexB","https://avatars.githubusercontent.com/u/10789967?v=4","2017-05-19T07:56:17Z","2021-04-25T07:28:51Z","2023-08-11T23:39:17Z","2023-08-11T20:26:49Z",false,false
"cabarius/ToyBox","Toy Box is a cute and playful mod with 500+ cheats, tweaks and quality of life improvements for Pathfinder: WoTR. It was created in the spirit of Bag of Tricks & Cheat Menu but with a little different focus . It of a powerful and convenient way to edit the party composition, stats, search and add Feats, Features, Items, etc. to party members.","C#","","MIT License",123,97,"","https://github.com/cabarius/ToyBox",53,"ToyBox","cabarius","https://avatars.githubusercontent.com/u/331144?v=4","2021-03-13T11:00:19Z","2021-04-25T07:28:19Z","2023-07-27T21:00:53Z","2023-08-06T06:05:32Z",false,false
"memflow/reflow","function executor based on unicorn and memflow","Rust","","MIT License",76,5,"","https://github.com/memflow/reflow",8,"reflow","memflow","https://avatars.githubusercontent.com/u/64494133?v=4","2020-09-19T18:55:03Z","2021-04-25T07:26:51Z","2023-07-03T04:58:47Z","2023-03-25T16:42:54Z",false,false
"tokyoneon/Chimera","Chimera is a PowerShell obfuscation script designed to bypass AMSI and commercial antivirus solutions.","PowerShell","amsi, antivirus, antivirus-evasion, attack, bypass-antivirus, information-security, kali, kali-linux, kali-script, kali-scripts, offensive-security, payload, payload-generator, payloads, penetration-testing, reverse-shell, shell, shell-scripts",,1165,224,"https://null-byte.com/bypass-amsi-0333967/","https://github.com/tokyoneon/Chimera",5,"Chimera","tokyoneon","https://avatars.githubusercontent.com/u/33106572?v=4","2020-09-01T07:42:22Z","2021-04-25T07:26:40Z","2023-08-10T19:01:53Z","2021-11-09T12:39:59Z",false,false
"ghostyguo/BleUuidExplorer","BLE UUID Explorer for Android","Java","",,10,8,"","https://github.com/ghostyguo/BleUuidExplorer",0,"BleUuidExplorer","ghostyguo","https://avatars.githubusercontent.com/u/10932080?v=4","2015-03-12T13:58:19Z","2021-04-25T07:26:28Z","2022-11-24T11:58:14Z","2017-06-28T18:34:30Z",false,false
"lgandx/PCredz","This tool extracts Credit card numbers, NTLM(DCE-RPC, HTTP, SQL, LDAP, etc), Kerberos (AS-REQ Pre-Auth etype 23), HTTP Basic, SNMP, POP, SMTP, FTP, IMAP, etc from a pcap file or from a live interface.","Python","",,1747,378,,"https://github.com/lgandx/PCredz",6,"PCredz","lgandx","https://avatars.githubusercontent.com/u/383080?v=4","2014-04-07T02:03:33Z","2021-04-25T07:26:16Z","2023-08-11T02:55:07Z","2022-11-07T14:15:02Z",false,false
"rui314/chibicc","A small C compiler","C","","MIT License",7669,743,"","https://github.com/rui314/chibicc",95,"chibicc","rui314","https://avatars.githubusercontent.com/u/47400?v=4","2019-08-03T02:22:25Z","2021-04-25T02:42:51Z","2023-08-12T00:05:54Z","2023-07-20T22:01:07Z",false,false
"Udyz/CVE-2021-26119",,"Python","",,5,1,,"https://github.com/Udyz/CVE-2021-26119",1,"CVE-2021-26119","Udyz","https://avatars.githubusercontent.com/u/39673284?v=4","2021-02-28T14:05:23Z","2021-04-25T01:52:20Z","2022-07-24T04:45:45Z","2021-02-28T14:25:25Z",false,false
"QAX-A-Team/dcpwn","an impacket-dependent script exploiting CVE-2019-1040","Python","",,71,15,,"https://github.com/QAX-A-Team/dcpwn",0,"dcpwn","QAX-A-Team","https://avatars.githubusercontent.com/u/35417332?v=4","2021-01-01T05:59:06Z","2021-04-24T17:17:57Z","2023-02-01T03:56:31Z","2021-01-01T06:10:58Z",false,false
"WeBankFinTech/DataSphereStudio","DataSphereStudio is a one stop data application development& management portal, covering scenarios including data exchange, desensitization/cleansing, analysis/mining, quality measurement, visualization, and task scheduling.","Java","airflow, atlas, azkaban, dataworks, davinci, dolphinscheduler, flink, governance, griffin, hadoop, hive, hue, kettle, linkis, spark, supperset, tableau, visualis, workflow, zeppelin","Apache License 2.0",2691,948,"https://github.com/WeBankFinTech/DataSphereStudio-Doc","https://github.com/WeBankFinTech/DataSphereStudio",362,"DataSphereStudio","WeBankFinTech","https://avatars.githubusercontent.com/u/44182399?v=4","2019-11-24T13:27:19Z","2021-04-24T17:15:19Z","2023-08-12T01:54:26Z","2023-08-10T03:17:02Z",false,false
"nowsecure/frida-cycript","Cycript fork powered by Frida.","C","cylang, dsl, frida, ios, nodejs, substrate","GNU Affero General Public License v3.0",349,48,"","https://github.com/nowsecure/frida-cycript",12,"frida-cycript","nowsecure","https://avatars.githubusercontent.com/u/9845651?v=4","2016-09-01T01:08:10Z","2021-04-24T09:46:23Z","2023-08-12T03:39:20Z","2023-03-04T04:31:57Z",false,false
